Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,ids
block_2,521,24.0875,1.63125,0,24.1427,12812
block_2,522,24.0875,1.6875,0,24.1465,12813
block_2,525,24.0875,1.74375,0,24.1505,12815
block_2,526,24.0875,1.8,0,24.1547,12816
block_2,156,24.025,0.05625,0,24.0251,12553
block_2,157,24.025,0,0,24.025,3245
block_2,158,24.025,0.1125,0,24.0253,3244
block_2,161,24.025,0.16875,0,24.0256,12556
block_2,162,24.025,0.225,0,24.0261,3246
block_2,175,24.025,0.28125,0,24.0266,12566
block_2,176,24.025,0.3375,0,24.0274,3248
block_2,179,24.025,0.39375,0,24.0282,12569
block_2,180,24.025,0.45,0,24.0292,3249
block_2,227,24.025,0.50625,0,24.0303,12604
block_2,228,24.025,0.5625,0,24.0316,3258
block_2,231,24.025,0.61875,0,24.033,12607
block_2,232,24.025,0.675,0,24.0345,3259
block_2,243,24.025,0.73125,0,24.0361,12616
block_2,244,24.025,0.7875,0,24.0379,3261
block_2,247,24.025,0.84375,0,24.0398,12619
block_2,248,24.025,0.9,0,24.0419,3262
block_2,435,24.025,0.95625,0,24.044,12748
block_2,436,24.025,1.0125,0,24.0463,3294
block_2,439,24.025,1.06875,0,24.0488,12751
block_2,440,24.025,1.125,0,24.0513,3295
block_2,451,24.025,1.18125,0,24.054,12760
block_2,452,24.025,1.2375,0,24.0568,3297
block_2,455,24.025,1.29375,0,24.0598,12763
block_2,456,24.025,1.35,0,24.0629,3298
block_2,499,24.025,1.40625,0,24.0661,12796
block_2,500,24.025,1.4625,0,24.0695,3306
block_2,503,24.025,1.51875,0,24.073,12799
block_2,504,24.025,1.575,0,24.0766,3307
block_2,515,24.025,1.63125,0,24.0803,12808
block_2,516,24.025,1.6875,0,24.0842,3309
block_2,519,24.025,1.74375,0,24.0882,12811
block_2,520,24.025,1.8,0,24.0923,3310
block_2,153,23.9625,0.05625,0,23.9626,12550
block_2,154,23.9625,0,0,23.9625,12551
block_2,155,23.9625,0.1125,0,23.9628,12552
block_2,159,23.9625,0.16875,0,23.9631,12554
block_2,160,23.9625,0.225,0,23.9636,12555
block_2,173,23.9625,0.28125,0,23.9642,12564
block_2,174,23.9625,0.3375,0,23.9649,12565
block_2,177,23.9625,0.39375,0,23.9657,12567
block_2,178,23.9625,0.45,0,23.9667,12568
block_2,225,23.9625,0.50625,0,23.9678,12602
block_2,226,23.9625,0.5625,0,23.9691,12603
block_2,229,23.9625,0.61875,0,23.9705,12605
block_2,230,23.9625,0.675,0,23.972,12606
block_2,241,23.9625,0.73125,0,23.9737,12614
block_2,242,23.9625,0.7875,0,23.9754,12615
block_2,245,23.9625,0.84375,0,23.9774,12617
block_2,246,23.9625,0.9,0,23.9794,12618
block_2,433,23.9625,0.95625,0,23.9816,12746
block_2,434,23.9625,1.0125,0,23.9839,12747
block_2,437,23.9625,1.06875,0,23.9863,12749
block_2,438,23.9625,1.125,0,23.9889,12750
block_2,449,23.9625,1.18125,0,23.9916,12758
block_2,450,23.9625,1.2375,0,23.9944,12759
block_2,453,23.9625,1.29375,0,23.9974,12761
block_2,454,23.9625,1.35,0,24.0005,12762
block_2,497,23.9625,1.40625,0,24.0037,12794
block_2,498,23.9625,1.4625,0,24.0071,12795
block_2,501,23.9625,1.51875,0,24.0106,12797
block_2,502,23.9625,1.575,0,24.0142,12798
block_2,513,23.9625,1.63125,0,24.018,12806
block_2,514,23.9625,1.6875,0,24.0218,12807
block_2,517,23.9625,1.74375,0,24.0259,12809
block_2,518,23.9625,1.8,0,24.03,12810
block_2,58,23.9,0.05625,0,23.9001,12486
block_2,59,23.9,0,0,23.9,243
block_2,60,23.9,0.1125,0,23.9003,3228
block_2,63,23.9,0.16875,0,23.9006,12489
block_2,64,23.9,0.225,0,23.9011,861
block_2,75,23.9,0.28125,0,23.9017,12498
block_2,76,23.9,0.3375,0,23.9024,3231
block_2,79,23.9,0.39375,0,23.9032,12501
block_2,80,23.9,0.45,0,23.9042,242
block_2,131,23.9,0.50625,0,23.9054,12534
block_2,132,23.9,0.5625,0,23.9066,3240
block_2,135,23.9,0.61875,0,23.908,12537
block_2,136,23.9,0.675,0,23.9095,864
block_2,147,23.9,0.73125,0,23.9112,12546
block_2,148,23.9,0.7875,0,23.913,3243
block_2,151,23.9,0.84375,0,23.9149,12549
block_2,152,23.9,0.9,0,23.9169,244
block_2,339,23.9,0.95625,0,23.9191,12682
block_2,340,23.9,1.0125,0,23.9214,3278
block_2,343,23.9,1.06875,0,23.9239,12685
block_2,344,23.9,1.125,0,23.9265,874
block_2,355,23.9,1.18125,0,23.9292,12694
block_2,356,23.9,1.2375,0,23.932,3281
block_2,359,23.9,1.29375,0,23.935,12697
block_2,360,23.9,1.35,0,23.9381,246
block_2,411,23.9,1.40625,0,23.9413,12730
block_2,412,23.9,1.4625,0,23.9447,3290
block_2,415,23.9,1.51875,0,23.9482,12733
block_2,416,23.9,1.575,0,23.9518,877
block_2,427,23.9,1.63125,0,23.9556,12742
block_2,428,23.9,1.6875,0,23.9595,3293
block_2,431,23.9,1.74375,0,23.9635,12745
block_2,432,23.9,1.8,0,23.9677,247
block_2,55,23.8375,0.05625,0,23.8376,12483
block_2,56,23.8375,0,0,23.8375,12484
block_2,57,23.8375,0.1125,0,23.8378,12485
block_2,61,23.8375,0.16875,0,23.8381,12487
block_2,62,23.8375,0.225,0,23.8386,12488
block_2,73,23.8375,0.28125,0,23.8392,12496
block_2,74,23.8375,0.3375,0,23.8399,12497
block_2,77,23.8375,0.39375,0,23.8408,12499
block_2,78,23.8375,0.45,0,23.8417,12500
block_2,129,23.8375,0.50625,0,23.8429,12532
block_2,130,23.8375,0.5625,0,23.8441,12533
block_2,133,23.8375,0.61875,0,23.8455,12535
block_2,134,23.8375,0.675,0,23.8471,12536
block_2,145,23.8375,0.73125,0,23.8487,12544
block_2,146,23.8375,0.7875,0,23.8505,12545
block_2,149,23.8375,0.84375,0,23.8524,12547
block_2,150,23.8375,0.9,0,23.8545,12548
block_2,337,23.8375,0.95625,0,23.8567,12680
block_2,338,23.8375,1.0125,0,23.859,12681
block_2,341,23.8375,1.06875,0,23.8614,12683
block_2,342,23.8375,1.125,0,23.864,12684
block_2,353,23.8375,1.18125,0,23.8668,12692
block_2,354,23.8375,1.2375,0,23.8696,12693
block_2,357,23.8375,1.29375,0,23.8726,12695
block_2,358,23.8375,1.35,0,23.8757,12696
block_2,409,23.8375,1.40625,0,23.8789,12728
block_2,410,23.8375,1.4625,0,23.8823,12729
block_2,413,23.8375,1.51875,0,23.8858,12731
block_2,414,23.8375,1.575,0,23.8895,12732
block_2,425,23.8375,1.63125,0,23.8932,12740
block_2,426,23.8375,1.6875,0,23.8972,12741
block_2,429,23.8375,1.74375,0,23.9012,12743
block_2,430,23.8375,1.8,0,23.9054,12744
block_2,48,23.775,0.05625,0,23.7751,12479
block_2,49,23.775,0,0,23.775,3226
block_2,50,23.775,0.1125,0,23.7753,3225
block_2,53,23.775,0.16875,0,23.7756,12482
block_2,54,23.775,0.225,0,23.7761,3227
block_2,67,23.775,0.28125,0,23.7767,12492
block_2,68,23.775,0.3375,0,23.7774,3229
block_2,71,23.775,0.39375,0,23.7783,12495
block_2,72,23.775,0.45,0,23.7793,3230
block_2,123,23.775,0.50625,0,23.7804,12528
block_2,124,23.775,0.5625,0,23.7817,3238
block_2,127,23.775,0.61875,0,23.7831,12531
block_2,128,23.775,0.675,0,23.7846,3239
block_2,139,23.775,0.73125,0,23.7862,12540
block_2,140,23.775,0.7875,0,23.788,3241
block_2,143,23.775,0.84375,0,23.79,12543
block_2,144,23.775,0.9,0,23.792,3242
block_2,331,23.775,0.95625,0,23.7942,12676
block_2,332,23.775,1.0125,0,23.7965,3276
block_2,335,23.775,1.06875,0,23.799,12679
block_2,336,23.775,1.125,0,23.8016,3277
block_2,347,23.775,1.18125,0,23.8043,12688
block_2,348,23.775,1.2375,0,23.8072,3279
block_2,351,23.775,1.29375,0,23.8102,12691
block_2,352,23.775,1.35,0,23.8133,3280
block_2,403,23.775,1.40625,0,23.8166,12724
block_2,404,23.775,1.4625,0,23.8199,3288
block_2,407,23.775,1.51875,0,23.8235,12727
block_2,408,23.775,1.575,0,23.8271,3289
block_2,419,23.775,1.63125,0,23.8309,12736
block_2,420,23.775,1.6875,0,23.8348,3291
block_2,423,23.775,1.74375,0,23.8389,12739
block_2,424,23.775,1.8,0,23.843,3292
block_2,45,23.7125,0.05625,0,23.7126,12476
block_2,46,23.7125,0,0,23.7125,12477
block_2,47,23.7125,0.1125,0,23.7128,12478
block_2,51,23.7125,0.16875,0,23.7131,12480
block_2,52,23.7125,0.225,0,23.7136,12481
block_2,65,23.7125,0.28125,0,23.7142,12490
block_2,66,23.7125,0.3375,0,23.7149,12491
block_2,69,23.7125,0.39375,0,23.7158,12493
block_2,70,23.7125,0.45,0,23.7168,12494
block_2,121,23.7125,0.50625,0,23.7179,12526
block_2,122,23.7125,0.5625,0,23.7192,12527
block_2,125,23.7125,0.61875,0,23.7206,12529
block_2,126,23.7125,0.675,0,23.7221,12530
block_2,137,23.7125,0.73125,0,23.7238,12538
block_2,138,23.7125,0.7875,0,23.7256,12539
block_2,141,23.7125,0.84375,0,23.7275,12541
block_2,142,23.7125,0.9,0,23.7296,12542
block_2,329,23.7125,0.95625,0,23.7318,12674
block_2,330,23.7125,1.0125,0,23.7341,12675
block_2,333,23.7125,1.06875,0,23.7366,12677
block_2,334,23.7125,1.125,0,23.7392,12678
block_2,345,23.7125,1.18125,0,23.7419,12686
block_2,346,23.7125,1.2375,0,23.7448,12687
block_2,349,23.7125,1.29375,0,23.7478,12689
block_2,350,23.7125,1.35,0,23.7509,12690
block_2,401,23.7125,1.40625,0,23.7542,12722
block_2,402,23.7125,1.4625,0,23.7576,12723
block_2,405,23.7125,1.51875,0,23.7611,12725
block_2,406,23.7125,1.575,0,23.7647,12726
block_2,417,23.7125,1.63125,0,23.7685,12734
block_2,418,23.7125,1.6875,0,23.7725,12735
block_2,421,23.7125,1.74375,0,23.7765,12737
block_2,422,23.7125,1.8,0,23.7807,12738
block_2,18,23.65,0.05625,0,23.6501,12460
block_2,19,23.65,0,0,23.65,859
block_2,20,23.65,0.1125,0,23.6503,3221
block_2,23,23.65,0.16875,0,23.6506,12463
block_2,24,23.65,0.225,0,23.6511,858
block_2,39,23.65,0.28125,0,23.6517,12472
block_2,40,23.65,0.3375,0,23.6524,3224
block_2,43,23.65,0.39375,0,23.6533,12475
block_2,44,23.65,0.45,0,23.6543,860
block_2,95,23.65,0.50625,0,23.6554,12510
block_2,96,23.65,0.5625,0,23.6567,3234
block_2,99,23.65,0.61875,0,23.6581,12513
block_2,100,23.65,0.675,0,23.6596,862
block_2,115,23.65,0.73125,0,23.6613,12522
block_2,116,23.65,0.7875,0,23.6631,3237
block_2,119,23.65,0.84375,0,23.665,12525
block_2,120,23.65,0.9,0,23.6671,863
block_2,303,23.65,0.95625,0,23.6693,12658
block_2,304,23.65,1.0125,0,23.6717,3272
block_2,307,23.65,1.06875,0,23.6741,12661
block_2,308,23.65,1.125,0,23.6767,872
block_2,323,23.65,1.18125,0,23.6795,12670
block_2,324,23.65,1.2375,0,23.6824,3275
block_2,327,23.65,1.29375,0,23.6854,12673
block_2,328,23.65,1.35,0,23.6885,873
block_2,375,23.65,1.40625,0,23.6918,12706
block_2,376,23.65,1.4625,0,23.6952,3284
block_2,379,23.65,1.51875,0,23.6987,12709
block_2,380,23.65,1.575,0,23.7024,875
block_2,395,23.65,1.63125,0,23.7062,12718
block_2,396,23.65,1.6875,0,23.7101,3287
block_2,399,23.65,1.74375,0,23.7142,12721
block_2,400,23.65,1.8,0,23.7184,876
block_2,15,23.5875,0.05625,0,23.5876,12457
block_2,16,23.5875,0,0,23.5875,12458
block_2,17,23.5875,0.1125,0,23.5878,12459
block_2,21,23.5875,0.16875,0,23.5881,12461
block_2,22,23.5875,0.225,0,23.5886,12462
block_2,37,23.5875,0.28125,0,23.5892,12470
block_2,38,23.5875,0.3375,0,23.5899,12471
block_2,41,23.5875,0.39375,0,23.5908,12473
block_2,42,23.5875,0.45,0,23.5918,12474
block_2,93,23.5875,0.50625,0,23.5929,12508
block_2,94,23.5875,0.5625,0,23.5942,12509
block_2,97,23.5875,0.61875,0,23.5956,12511
block_2,98,23.5875,0.675,0,23.5972,12512
block_2,113,23.5875,0.73125,0,23.5988,12520
block_2,114,23.5875,0.7875,0,23.6006,12521
block_2,117,23.5875,0.84375,0,23.6026,12523
block_2,118,23.5875,0.9,0,23.6047,12524
block_2,301,23.5875,0.95625,0,23.6069,12656
block_2,302,23.5875,1.0125,0,23.6092,12657
block_2,305,23.5875,1.06875,0,23.6117,12659
block_2,306,23.5875,1.125,0,23.6143,12660
block_2,321,23.5875,1.18125,0,23.6171,12668
block_2,322,23.5875,1.2375,0,23.6199,12669
block_2,325,23.5875,1.29375,0,23.623,12671
block_2,326,23.5875,1.35,0,23.6261,12672
block_2,373,23.5875,1.40625,0,23.6294,12704
block_2,374,23.5875,1.4625,0,23.6328,12705
block_2,377,23.5875,1.51875,0,23.6363,12707
block_2,378,23.5875,1.575,0,23.64,12708
block_2,393,23.5875,1.63125,0,23.6438,12716
block_2,394,23.5875,1.6875,0,23.6478,12717
block_2,397,23.5875,1.74375,0,23.6519,12719
block_2,398,23.5875,1.8,0,23.6561,12720
block_2,6,23.525,0.05625,0,23.5251,12453
block_2,7,23.525,0,0,23.525,3219
block_2,8,23.525,0.1125,0,23.5253,3218
block_2,13,23.525,0.16875,0,23.5256,12456
block_2,14,23.525,0.225,0,23.5261,3220
block_2,29,23.525,0.28125,0,23.5267,12466
block_2,30,23.525,0.3375,0,23.5274,3222
block_2,35,23.525,0.39375,0,23.5283,12469
block_2,36,23.525,0.45,0,23.5293,3223
block_2,85,23.525,0.50625,0,23.5304,12504
block_2,86,23.525,0.5625,0,23.5317,3232
block_2,91,23.525,0.61875,0,23.5331,12507
block_2,92,23.525,0.675,0,23.5347,3233
block_2,105,23.525,0.73125,0,23.5364,12516
block_2,106,23.525,0.7875,0,23.5382,3235
block_2,111,23.525,0.84375,0,23.5401,12519
block_2,112,23.525,0.9,0,23.5422,3236
block_2,293,23.525,0.95625,0,23.5444,12652
block_2,294,23.525,1.0125,0,23.5468,3270
block_2,299,23.525,1.06875,0,23.5493,12655
block_2,300,23.525,1.125,0,23.5519,3271
block_2,313,23.525,1.18125,0,23.5546,12664
block_2,314,23.525,1.2375,0,23.5575,3273
block_2,319,23.525,1.29375,0,23.5605,12667
block_2,320,23.525,1.35,0,23.5637,3274
block_2,365,23.525,1.40625,0,23.567,12700
block_2,366,23.525,1.4625,0,23.5704,3282
block_2,371,23.525,1.51875,0,23.574,12703
block_2,372,23.525,1.575,0,23.5777,3283
block_2,385,23.525,1.63125,0,23.5815,12712
block_2,386,23.525,1.6875,0,23.5854,3285
block_2,391,23.525,1.74375,0,23.5895,12715
block_2,392,23.525,1.8,0,23.5938,3286
block_2,390,23.4625,1.8,0,23.5314,12714
block_2,3,23.4625,0,0,23.4625,12451
block_2,5,23.4625,0.1125,0,23.4628,12452
block_2,10,23.4625,0.16875,0,23.4631,12454
block_2,12,23.4625,0.225,0,23.4636,12455
block_2,26,23.4625,0.28125,0,23.4642,12464
block_2,28,23.4625,0.3375,0,23.4649,12465
block_2,32,23.4625,0.39375,0,23.4658,12467
block_2,34,23.4625,0.45,0,23.4668,12468
block_2,82,23.4625,0.50625,0,23.468,12502
block_2,84,23.4625,0.5625,0,23.4692,12503
block_2,88,23.4625,0.61875,0,23.4707,12505
block_2,90,23.4625,0.675,0,23.4722,12506
block_2,102,23.4625,0.73125,0,23.4739,12514
block_2,104,23.4625,0.7875,0,23.4757,12515
block_2,108,23.4625,0.84375,0,23.4777,12517
block_2,110,23.4625,0.9,0,23.4798,12518
block_2,290,23.4625,0.95625,0,23.482,12650
block_2,292,23.4625,1.0125,0,23.4843,12651
block_2,296,23.4625,1.06875,0,23.4868,12653
block_2,298,23.4625,1.125,0,23.4895,12654
block_2,310,23.4625,1.18125,0,23.4922,12662
block_2,312,23.4625,1.2375,0,23.4951,12663
block_2,316,23.4625,1.29375,0,23.4981,12665
block_2,318,23.4625,1.35,0,23.5013,12666
block_2,362,23.4625,1.40625,0,23.5046,12698
block_2,364,23.4625,1.4625,0,23.508,12699
block_2,368,23.4625,1.51875,0,23.5116,12701
block_2,370,23.4625,1.575,0,23.5153,12702
block_2,382,23.4625,1.63125,0,23.5191,12710
block_2,384,23.4625,1.6875,0,23.5231,12711
block_2,388,23.4625,1.74375,0,23.5272,12713
block_2,390,23.4625,1.8,0,23.5314,12714
block_2,0,23.4,0,0,23.4,47
block_2,1,23.4,0.05625,0,23.4001,7898
block_2,4,23.4,0.1125,0,23.4003,2078
block_2,9,23.4,0.16875,0,23.4006,7904
block_2,11,23.4,0.225,0,23.4011,572
block_2,25,23.4,0.28125,0,23.4017,7922
block_2,27,23.4,0.3375,0,23.4024,2084
block_2,31,23.4,0.39375,0,23.4033,7928
block_2,33,23.4,0.45,0,23.4043,170
block_2,81,23.4,0.50625,0,23.4055,7994
block_2,83,23.4,0.5625,0,23.4068,2102
block_2,87,23.4,0.61875,0,23.4082,8000
block_2,89,23.4,0.675,0,23.4097,578
block_2,101,23.4,0.73125,0,23.4114,8018
block_2,103,23.4,0.7875,0,23.4132,2108
block_2,107,23.4,0.84375,0,23.4152,8024
block_2,109,23.4,0.9,0,23.4173,48
block_2,289,23.4,0.95625,0,23.4195,12322
block_2,291,23.4,1.0125,0,23.4219,3186
block_2,295,23.4,1.06875,0,23.4244,12328
block_2,297,23.4,1.125,0,23.427,850
block_2,309,23.4,1.18125,0,23.4298,12346
block_2,311,23.4,1.2375,0,23.4327,3192
block_2,315,23.4,1.29375,0,23.4357,12352
block_2,317,23.4,1.35,0,23.4389,240
block_2,361,23.4,1.40625,0,23.4422,12418
block_2,363,23.4,1.4625,0,23.4457,3210
block_2,367,23.4,1.51875,0,23.4492,12424
block_2,369,23.4,1.575,0,23.4529,856
block_2,381,23.4,1.63125,0,23.4568,12442
block_2,383,23.4,1.6875,0,23.4608,3216
block_2,387,23.4,1.74375,0,23.4649,12448
block_2,389,23.4,1.8,0,23.4691,72
